YYYYMMDD,   TG,   TN,   TX,   SQ,   DR,   RH,   NG
  20100123,   13,   -5,   24,    0,   89,   50,    8
  20100124,   -2,   -7,    6,    0,   33,   11,    8
  20100125,  -32,  -75,   -6,    0,    0,    0,    6
  20100126,  -75, -101,  -37,   77,    0,    0,    0
  20100127,  -23, -111,   45,    0,   39,   39,    7
  20100128,   32,    9,   52,   29,   10,   13,    7
  20100129,   19,   -3,   46,    5,  140,   85,    6
  20100130,    0,  -16,   17,   70,   53,   75,    6
  20100131,   12,   -5,   37,   61,    1,    1,    5
  20100201,    1,  -41,   34,   25,   27,   31,    6
  20100202,   23,   -6,   52,    0,  130,  182,    8
  20100203,   22,  -11,   62,   67,   13,    3,    4
  20100204,   58,   17,   82,    0,   44,   23,    7
  20100205,   44,   25,   65,    0,   42,   11,    7
  20100206,   28,   11,   57,    0,    0,   -1,    8
  20100207,   12,    2,   24,    0,    0,    0,    8
  20100208,  -32,  -45,    2,   21,    0,    0,    8
  20100209,  -33,  -50,  -15,   28,    0,   -1,    8
  20100210,  -31,  -55,  -12,   31,   55,   17,    7
  20100211,  -25,  -53,   -8,   56,    0,   -1,    4
  20100212,  -28,  -65,    9,   84,    0,    0,    4
  20100213,  -17,  -43,    0,    7,    0,   -1,    8
  20100214,  -23,  -46,  -13,    0,   31,    5,    8
  20100215,  -36,  -53,  -10,   31,   29,    5,    8
  20100216,   -9,  -32,   17,   21,    3,    1,    5
  20100217,   -2,  -45,   26,   37,    6,    1,    6
  20100218,   32,   10,   57,    4,   10,    7,    8
  20100219,   33,   10,   53,    0,    5,    2,    7
  20100220,   14,  -32,   51,   64,    4,    2,    4
  20100221,    6,  -45,   42,    0,   50,   39,    6
  20100222,   40,   17,   83,    0,  143,  131,    8
  20100223,   21,    8,   44,   32,   27,    5,    8
  20100224,   63,   15,  102,    7,   33,   18,    7
  20100225,   82,   68,  110,    8,   81,   53,    8
  20100226,   73,   57,  103,    1,   16,   11,    7
  20100227,   68,   43,   91,    4,   41,   21,    7
  20100228,   64,   34,  109,    0,  163,  202,    8
  20100301,   42,   11,   70,   57,   45,   27,    5
  20100302,   29,  -18,   80,   50,    0,    0,    3
  20100303,   20,  -32,   71,   84,    0,    0,    4
  20100304,   15,  -13,   58,   90,    0,    0,    3
  20100305,   18,  -46,   60,   33,   72,   56,    6
  20100306,    8,  -25,   32,   90,    4,    2,    3
  20100307,  -10,  -50,   39,  100,    0,    0,    2
  20100308,    1,  -51,   52,   21,   45,    9,    5
  20100309,    5,  -38,   56,  103,    0,    0,    0
  20100310,    7,  -27,   48,  100,    0,    0,    3
  20100311,   26,  -12,   58,   33,    0,   -1,    8
  20100312,   46,   31,   68,    2,    0,   -1,    8
  20100313,   52,   28,   73,   16,    6,    1,    8
  20100314,   62,   48,   85,    7,    0,   -1,    8
  20100315,   63,   48,   92,    7,   91,  101,    8
  20100316,   63,   37,  109,   31,    5,    2,    7
  20100317,   84,   27,  136,   83,    0,    0,    6
  20100318,  108,   13,  173,   66,    0,    0,    6
  20100319,  125,  100,  147,    0,   35,   26,    8
  20100320,  136,  117,  167,    4,   83,  205,    8
  20100321,   86,   20,  123,   59,    8,    3,    6
  20100322,   78,    7,  125,   54,    0,   -1,    5
  20100323,   98,   42,  137,   97,    0,   -1,    5
  20100324,  124,   82,  179,   37,    0,    0,    7
  20100325,  146,  104,  197,   80,   11,    7,    5
  20100326,  106,   79,  124,    8,    8,   15,    8
  20100327,   98,   78,  127,   38,    4,    6,    7
  20100328,   91,   70,  116,   29,    5,    4,    7
  20100329,  101,   75,  127,   27,   56,   32,    8
  20100330,  102,   56,  138,    9,   32,   29,    7
  20100331,   65,   39,  102,   30,   35,   21,    7
  20100401,   52,   25,   86,   69,   26,   30,    6
  20100402,   78,   21,  136,   89,   10,   15,    6
  20100403,   73,   54,  107,   24,   60,   86,    7
  20100404,   71,   27,  106,   17,   40,   36,    7
  20100405,   78,   28,  109,   63,    0,   -1,    5
  20100406,  110,   50,  160,  105,    0,    0,    2
  20100407,  136,   80,  195,   78,    8,    2,    4
  20100408,   92,   33,  133,   60,   51,   10,    4
  20100409,  104,   35,  157,  100,    0,    0,    4
  20100410,   78,   41,  121,   86,    0,    0,    5
  20100411,   63,   23,  103,   24,    0,    0,    4
  20100412,   93,   38,  149,   99,    0,    0,    1
  20100413,   90,   28,  152,  106,    0,    0,    2
  20100414,   96,   27,  154,   93,    0,    0,    2
  20100415,   92,   38,  153,  124,    0,    0,    2
  20100416,   77,   15,  120,   71,    0,    0,    5
  20100417,   80,   -9,  166,  128,    0,    0,    1
  20100418,  102,   -1,  180,  128,    0,    0,    0
  20100419,   88,   54,  134,   94,    0,    0,    6
  20100420,   86,   53,  125,   85,    0,   -1,    5
  20100421,   67,   24,   98,   77,    0,   -1,    6
  20100422,   70,    7,  120,   53,    0,   -1,    5
  20100423,   80,  -20,  148,  134,    0,    0,    0
  20100424,  117,    8,  193,  129,    0,    0,    2
  20100425,  143,   43,  235,   67,    6,    1,    4
  20100426,  126,   93,  168,   67,    0,    0,    6
  20100427,  124,   50,  189,   94,    0,    0,    4
  20100428,  157,   57,  230,   99,    0,    0,    4
  20100429,  177,   93,  252,   57,   19,   62,    6
  20100430,  117,   98,  146,   41,   37,   66,    4
  20100501,  100,   63,  149,   29,   29,   61,    5
  20100502,   75,   55,   87,    0,  126,  183,    8
  20100503,   66,   54,   75,    0,  150,   74,    8
  20100504,   77,   40,  112,   88,    0,    0,    5
  20100505,   79,   11,  132,   69,    0,    0,    3
  20100506,   92,   39,  139,   96,    0,    0,    5
  20100507,   77,   58,   94,    3,   17,    4,    8
  20100508,   90,   73,  109,    0,    3,    1,    8
  20100509,   93,   50,  118,    4,    0,    0,    7
  20100510,   72,   20,  110,   26,    0,   -1,    6
  20100511,   68,   44,  115,   13,   86,   75,    7
  20100512,   65,   45,   77,    0,  101,   87,    8
  20100513,   72,   39,   92,    0,   54,   15,    8
  20100514,   76,   18,  128,   49,    0,    0,    5
  20100515,   91,    5,  146,   47,    0,    0,    6
  20100516,  119,   82,  155,   56,    0,   -1,    7
  20100517,  116,   58,  159,   99,   14,    7,    4
  20100518,  101,   34,  157,  121,    0,    0,    2
  20100519,  118,   51,  171,  131,    0,    0,    1
  20100520,  138,   34,  207,  142,    0,    0,    1
  20100521,  145,   96,  201,  101,    0,    0,    3
  20100522,  142,   85,  198,  130,    0,    0,    2
  20100523,  169,   82,  237,  128,    0,    0,    1
  20100524,  169,  102,  225,  120,    0,    0,    3
  20100525,  132,   81,  181,  128,    0,    0,    3
  20100526,  102,   66,  130,   39,    0,   -1,    7
  20100527,  110,   67,  154,   18,   15,    7,    8
  20100528,  108,   40,  172,  128,    0,    0,    2
  20100529,  141,   44,  210,   58,   45,   34,    6
  20100530,  121,   94,  159,   25,   90,  112,    8
  20100531,  129,   98,  172,   53,    0,   -1,    5
  20100601,  126,   58,  185,   37,    0,    0,    6
  20100602,  155,  104,  214,  134,    0,    0,    2
  20100603,  160,   94,  216,  152,    0,    0,    0
  20100604,  169,   93,  233,  152,    0,    0,    0
  20100605,  191,   93,  265,  148,    0,    0,    2
  20100606,  185,  124,  261,   46,   11,   11,    6
  20100607,  152,  115,  188,   42,    0,    0,    7
  20100608,  163,  115,  230,   22,   31,  129,    8
  20100609,  176,  153,  201,    4,   66,   18,    8
  20100610,  186,  159,  217,    0,   23,   16,    8
  20100611,  162,   97,  201,    9,    0,   -1,    7
  20100612,  138,   81,  191,  114,    0,    0,    2
  20100613,  133,   90,  166,   35,    0,    0,    6
  20100614,  159,   97,  215,  132,    0,    0,    3
  20100615,  132,   93,  168,  108,    0,    0,    4
  20100616,  154,   83,  220,  152,    0,    0,    1
  20100617,  166,  102,  231,  147,    0,    0,    1
  20100618,  132,  108,  159,    8,    0,   -1,    7
  20100619,  118,   95,  157,   79,   11,    5,    7
  20100620,  118,   98,  140,    0,    0,   -1,    8
  20100621,  134,   67,  182,  126,    0,    0,    3
  20100622,  141,   43,  209,  146,    0,    0,    1
  20100623,  181,   75,  259,  147,    0,    0,    1
  20100624,  196,  104,  270,  127,    0,    0,    3
  20100625,  189,  122,  246,  127,    0,    0,    2
  20100626,  192,  106,  255,  144,    0,    0,    2
  20100627,  213,  123,  284,  149,    0,    0,    0
  20100628,  215,  127,  298,  133,    0,    0,    1
  20100629,  194,  111,  266,  109,    7,    3,    3
  20100630,  202,  142,  270,   81,    0,    0,    6
  20100701,  224,  142,  284,   82,    0,    0,    5
  20100702,  271,  205,  336,  110,    0,    0,    4
  20100703,  215,  160,  278,   36,   26,   55,    7
  20100704,  201,  145,  258,  135,    0,    0,    3
  20100705,  188,  137,  236,   73,    0,   -1,    6
  20100706,  162,   90,  209,  124,    0,    0,    3
  20100707,  187,   80,  257,  101,    0,    0,    6
  20100708,  220,  132,  289,  111,    0,    0,    2
  20100709,  248,  146,  344,  108,    0,    0,    2
  20100710,  248,  165,  327,  108,   24,  296,    3
  20100711,  229,  184,  293,  123,    5,   18,    4
  20100712,  208,  169,  258,   75,   10,   25,    5
  20100713,  207,  144,  265,   40,    0,    0,    6
  20100714,  214,  173,  286,   98,   20,  150,    6
  20100715,  188,  163,  225,   79,    0,   -1,    4
  20100716,  191,  150,  241,   51,   18,   21,    5
  20100717,  171,  118,  211,   90,    7,   12,    4
  20100718,  176,  102,  233,  135,    0,    0,    1
  20100719,  207,  118,  275,  140,    0,    0,    0
  20100720,  232,  137,  293,   74,    0,    0,    6
  20100721,  221,  187,  259,   47,    0,   -1,    6
  20100722,  184,  125,  235,   45,    2,    6,    4
  20100723,  174,  105,  226,   91,    0,   -1,    3
  20100724,  166,  126,  204,  139,    0,    0,    3
  20100725,  168,  121,  198,   27,   17,   12,    7
  20100726,  168,  125,  206,   27,   42,   61,    6
  20100727,  177,  119,  212,   42,   15,   15,    7
  20100728,  187,  144,  223,   94,   30,   81,    6
  20100729,  167,  138,  207,   46,   13,   10,    7
  20100730,  177,  135,  227,  103,    0,   -1,    4
  20100731,  185,  141,  215,    6,   14,   10,    8
  20100801,  182,  128,  228,   48,    4,    1,    6
  20100802,  161,  106,  201,    6,   14,   26,    7
  20100803,  172,  107,  221,  119,    0,    0,    4
  20100804,  165,  139,  201,   17,   21,   32,    8
  20100805,  153,   91,  202,   68,    1,    1,    4
  20100806,  164,   76,  233,  112,    0,    0,    3
  20100807,  175,  144,  208,    0,   36,   25,    8
  20100808,  171,  123,  209,   53,    7,    6,    5
  20100809,  179,  123,  223,   62,    6,   14,    6
  20100810,  175,  116,  225,   17,   22,   20,    6
  20100811,  169,   96,  213,   96,   10,    6,    5
  20100812,  141,   82,  203,   46,    5,    5,    5
  20100813,  156,   95,  210,  100,    0,    0,    5
  20100814,  182,  101,  242,   87,    0,    0,    4
  20100815,  175,  153,  202,    8,   50,  189,    7
  20100816,  192,  166,  223,   31,   25,   35,    7
  20100817,  164,  151,  180,    0,   19,    7,    8
  20100818,  169,  144,  199,   48,   14,   27,    7
  20100819,  168,  132,  210,   62,    0,   -1,    6
  20100820,  207,  143,  276,  102,    0,    0,    3
  20100821,  214,  175,  259,   48,    0,    0,    5
  20100822,  198,  174,  225,   25,    0,   -1,    8
  20100823,  193,  168,  214,   36,   58,  132,    7
  20100824,  168,  135,  199,  108,   14,   20,    4
  20100825,  165,  136,  205,   52,   57,   64,    6
  20100826,  168,  135,  204,    0,  183,  506,    8
  20100827,  148,  101,  172,   12,   55,   30,    7
  20100828,  135,   86,  184,   73,   31,   56,    5
  20100829,  126,   97,  167,   26,  112,  256,    8
  20100830,  141,  101,  179,   77,   59,   95,    5
  20100831,  128,   67,  187,   91,    0,    0,    3
  20100901,  123,   59,  185,   62,    0,    0,    3
  20100902,  129,   62,  177,   28,    0,   -1,    5
  20100903,  140,   76,  196,   74,    0,    0,    4
  20100904,  138,   70,  195,   93,    0,    0,    1
  20100905,  135,   72,  197,  111,    0,    0,    1
  20100906,  151,   90,  205,  113,    0,    0,    3
  20100907,  125,  108,  150,    0,   63,  121,    8
  20100908,  155,  123,  210,   23,   37,   42,    8
  20100909,  162,  112,  208,   67,    0,   -1,    4
  20100910,  158,  112,  183,    2,   18,   13,    7
  20100911,  184,  149,  233,   92,    0,    0,    5
  20100912,  153,   95,  191,   29,   27,    8,    6
  20100913,  149,   78,  191,   53,    4,    1,    6
  20100914,  156,  135,  167,    0,  176,  219,    8
  20100915,  139,  104,  171,   82,   41,   66,    5
  20100916,  125,   90,  172,   51,   35,   63,    6
  20100917,  114,   86,  150,   43,   41,   27,    7
  20100918,  117,   74,  167,   63,    0,   -1,    6
  20100919,  133,   83,  162,    2,    0,   -1,    8
  20100920,  153,  126,  181,   15,    0,   -1,    6
  20100921,  144,   97,  186,   37,    0,    0,    5
  20100922,  151,   87,  225,  100,    0,    0,    1
  20100923,  160,  117,  208,   34,   35,  226,    6
  20100924,  149,  122,  178,   30,   10,   11,    7
  20100925,  113,   78,  150,   84,    6,    8,    4
  20100926,   86,   44,  144,   37,    0,    0,    5
  20100927,  100,   43,  127,    0,  122,   55,    8
  20100928,  127,   85,  150,    0,    7,    1,    8
  20100929,   97,   58,  142,   81,    0,    0,    4
  20100930,  100,   65,  149,    0,   65,   42,    7
  20101001,  120,   60,  170,   76,   40,   42,    5
  20101002,  153,  122,  182,    8,   90,   78,    8
  20101003,  182,  147,  223,   71,    0,    0,    4
  20101004,  172,  130,  220,   30,    0,    0,    7
  20101005,  167,  136,  195,   26,    0,    0,    7
  20101006,  160,  123,  192,    4,   46,   17,    8
  20101007,  140,   97,  169,    1,    0,    0,    8
  20101008,  142,  111,  163,    0,    0,    0,    5
  20101009,  136,   95,  194,   88,    0,    0,    0
  20101010,  113,   71,  179,  102,    0,    0,    0
  20101011,   96,   46,  162,   98,    0,    0,    0
  20101012,   85,   51,  134,   58,    0,    0,    5
  20101013,   83,   28,  130,   10,    0,    0,    6
  20101014,   94,   23,  125,    1,    0,   -1,    8
  20101015,  103,   76,  128,    2,   89,   92,    8
  20101016,   74,   42,  103,   36,    0,   -1,    4
  20101017,   47,  -10,  107,   87,    0,    0,    1
  20101018,   68,  -18,  126,   44,    7,   10,    6
  20101019,   90,   68,  127,   34,  120,  324,    7
  20101020,   62,   35,   93,   56,   74,  122,    6
  20101021,   78,   29,  115,   70,    8,    6,    5
  20101022,   90,   67,  125,   29,    0,   -1,    6
  20101023,   72,   48,   86,    0,   64,   60,    8
  20101024,   75,   29,  117,   72,   18,   41,    3
  20101025,   53,    0,  113,   80,    0,   -1,    2
  20101026,   64,   -1,  101,    3,   24,   12,    7
  20101027,   89,   67,  107,    0,   78,   66,    8
  20101028,  113,   89,  136,    0,    0,   -1,    7
  20101029,  100,   59,  131,    5,    0,    0,    8
  20101030,  112,   69,  134,   12,    9,    3,    5
  20101031,   92,   54,  133,   13,   34,    9,    7
  20101101,   82,   50,   92,    0,    0,    0,    8
  20101102,  110,   83,  130,    2,   21,    7,    8
  20101103,  128,  107,  147,   32,   80,   58,    8
  20101104,  152,  145,  159,    1,    0,   -1,    8
  20101105,  137,   94,  150,    0,  125,  205,    8
  20101106,   93,   74,  116,    8,   93,  111,    8
  20101107,   55,    8,   82,   18,   37,   62,    5
  20101108,   49,    3,   80,   14,    9,    3,    7
  20101109,   46,   42,   53,    5,   53,   26,    8
  20101110,   54,   24,   85,   17,   75,   92,    7
  20101111,   68,   34,  107,    5,   67,  129,    7
  20101112,  113,   98,  128,   14,   56,   43,    8
  20101113,  104,   88,  115,    0,   28,   13,    8
  20101114,  112,   84,  132,    0,  104,   58,    8
  20101115,   58,    2,  106,   23,    0,   -1,    5
  20101116,   20,  -11,   60,   52,    0,    0,    6
  20101117,   39,    6,   53,    0,    0,   -1,    8
  20101118,   53,   40,   69,   17,    0,   -1,    8
  20101119,   71,   42,   87,   11,   12,    9,    8
  20101120,   70,   41,   94,   42,    0,    0,    6
  20101121,   52,   27,   83,   44,    0,    0,    4
  20101122,   45,   18,   63,   10,    0,    0,    7
  20101123,   46,   15,   76,   23,    0,   -1,    7
  20101124,   35,    4,   63,   39,    0,   -1,    6
